日期,国债到期收益率:1年
2014-12-30,3.2536
2014-12-31,3.2554
2015-01-05,3.2953
2015-01-06,3.2470
2015-01-07,3.1897
2015-01-08,3.1676
2015-01-09,3.1886
2015-01-12,3.1976
2015-01-13,3.2104
2015-01-14,3.2561
2015-01-15,3.2009
2015-01-16,3.2256
2015-01-19,3.1884
2015-01-20,3.2149
2015-01-21,3.1985
2015-01-22,3.1735
2015-01-23,3.1701
2015-01-26,3.1580
2015-01-27,3.1190
2015-01-28,3.0947
2015-01-29,3.1021
2015-01-30,3.1132
2015-02-02,3.1059
2015-02-03,3.1001
2015-02-04,3.0889
2015-02-05,3.0765
2015-02-06,3.0710
2015-02-09,3.0960
2015-02-10,3.0767
2015-02-11,3.0911
2015-02-12,3.0927
2015-02-13,3.1012
2015-02-16,3.1214
2015-02-17,3.1148
2015-02-25,3.0751
2015-02-26,3.0471
2015-02-27,3.0541
2015-03-02,3.0689
2015-03-03,3.0581
2015-03-04,3.0773
2015-03-05,3.0985
2015-03-06,3.1140
2015-03-09,3.0883
2015-03-10,3.1613
2015-03-11,3.1266
2015-03-12,3.1025
2015-03-13,3.1352
2015-03-16,3.1484
2015-03-17,3.1559
2015-03-18,3.1399
2015-03-19,3.1498
2015-03-20,3.1682
2015-03-23,3.1673
2015-03-24,3.1424
2015-03-25,3.1745
2015-03-26,3.1644
2015-03-27,3.1832
2015-03-30,3.2161
2015-03-31,3.2599
2015-04-01,3.2051
2015-04-02,3.1662
2015-04-03,3.1425
2015-04-07,3.1610
2015-04-08,3.1746
2015-04-09,3.1262
2015-04-10,3.1626
2015-04-13,3.1085
2015-04-14,3.1214
2015-04-15,3.1123
2015-04-16,3.0720
2015-04-17,3.1223
2015-04-20,3.1142
2015-04-21,3.0537
2015-04-22,3.0169
2015-04-23,2.9785
2015-04-24,2.9556
2015-04-27,2.9075
2015-04-28,2.8533
2015-04-29,2.8190
2015-04-30,2.7614
2015-05-04,2.7248
2015-05-05,2.7378
2015-05-06,2.7795
2015-05-07,2.7261
2015-05-08,2.6915
2015-05-11,2.6806
2015-05-12,2.6096
2015-05-13,2.5452
2015-05-14,2.4320
2015-05-15,2.3385
2015-05-18,2.4254
2015-05-19,2.4257
2015-05-20,2.4616
2015-05-21,2.4419
2015-05-22,2.3971
2015-05-25,2.3207
2015-05-26,2.1330
2015-05-27,1.9024
2015-05-28,1.8863
2015-05-29,1.9799
2015-06-01,2.0180
2015-06-02,2.0129
2015-06-03,1.9634
2015-06-04,1.9407
2015-06-05,1.8974
2015-06-08,1.8755
2015-06-09,1.7989
2015-06-10,1.6846
2015-06-11,1.7707
2015-06-12,1.7550
2015-06-15,1.6915
2015-06-16,1.7312
2015-06-17,1.7147
2015-06-18,1.7141
2015-06-19,1.7158
2015-06-23,1.7854
2015-06-24,1.7378
2015-06-25,1.8174
2015-06-26,1.8102
2015-06-29,1.7798
2015-06-30,1.6801
2015-07-01,1.7028
2015-07-02,1.7985
2015-07-03,1.9050
2015-07-06,1.8240
2015-07-07,1.8754
2015-07-08,2.1318
2015-07-09,2.1879
2015-07-10,2.3128
2015-07-13,2.3341
2015-07-14,2.5158
2015-07-15,2.4486
2015-07-16,2.4313
2015-07-17,2.4584
2015-07-20,2.4618
2015-07-21,2.4553
2015-07-22,2.4488
2015-07-23,2.3853
2015-07-24,2.3135
2015-07-27,2.3168
2015-07-28,2.2930
2015-07-29,2.2764
2015-07-30,2.2689
2015-07-31,2.2562
2015-08-03,2.2683
2015-08-04,2.3283
2015-08-05,2.3019
2015-08-06,2.2391
2015-08-07,2.2893
2015-08-10,2.2377
2015-08-11,2.2499
2015-08-12,2.3595
2015-08-13,2.3842
2015-08-14,2.2584
2015-08-17,2.2755
2015-08-18,2.2768
2015-08-19,2.2738
2015-08-20,2.2838
2015-08-21,2.2805
2015-08-24,2.2913
2015-08-25,2.2885
2015-08-26,2.2918
2015-08-27,2.2893
2015-08-28,2.2679
2015-08-31,2.3713
2015-09-01,2.2785
2015-09-02,2.2688
2015-09-07,2.2681
2015-09-08,2.2662
2015-09-09,2.2636
2015-09-10,2.2808
2015-09-11,2.2685
2015-09-14,2.2701
2015-09-15,2.3156
2015-09-16,2.3322
2015-09-17,2.3142
2015-09-18,2.3032
2015-09-21,2.3281
2015-09-22,2.3418
2015-09-23,2.3088
2015-09-24,2.3222
2015-09-25,2.3982
2015-09-28,2.3831
2015-09-29,2.3916
2015-09-30,2.3713
2015-10-08,2.3752
2015-10-09,2.3854
2015-10-12,2.4162
2015-10-13,2.3959
2015-10-14,2.4061
2015-10-15,2.4004
2015-10-16,2.4026
2015-10-19,2.4481
2015-10-20,2.4433
2015-10-21,2.4521
2015-10-22,2.4418
2015-10-23,2.4649
2015-10-26,2.4484
2015-10-27,2.4167
2015-10-28,2.3930
2015-10-29,2.3994
2015-10-30,2.3967
2015-11-02,2.4033
2015-11-03,2.4158
2015-11-04,2.4282
2015-11-05,2.4367
2015-11-06,2.4482
2015-11-09,2.4973
2015-11-10,2.5413
2015-11-11,2.5617
2015-11-12,2.5614
2015-11-13,2.5443
2015-11-16,2.5641
2015-11-17,2.5809
2015-11-18,2.5861
2015-11-19,2.5908
2015-11-20,2.5922
2015-11-23,2.5847
2015-11-24,2.5820
2015-11-25,2.5804
2015-11-26,2.5887
2015-11-27,2.5820
2015-11-30,2.5595
2015-12-01,2.5798
2015-12-02,2.5677
2015-12-03,2.5732
2015-12-04,2.5581
2015-12-07,2.5396
2015-12-08,2.5265
2015-12-09,2.5060
2015-12-10,2.5035
2015-12-11,2.4838
2015-12-14,2.4614
2015-12-15,2.4717
2015-12-16,2.4398
2015-12-17,2.4308
2015-12-18,2.4096
2015-12-21,2.3795
2015-12-22,2.3634
2015-12-23,2.3824
2015-12-24,2.3549
2015-12-25,2.3017
2015-12-28,2.3470
2015-12-29,2.3242
2015-12-30,2.3072
2015-12-31,2.3682
2016-01-04,2.3418
2016-01-05,2.3898
2016-01-06,2.3849
2016-01-07,2.3974
2016-01-08,2.3773
2016-01-11,2.3830
2016-01-12,2.3540
2016-01-13,2.2907
2016-01-14,2.2896
2016-01-15,2.2804
2016-01-18,2.2680
2016-01-19,2.2949
2016-01-20,2.3018
2016-01-21,2.3445
2016-01-22,2.3259
2016-01-25,2.3458
2016-01-26,2.3491
2016-01-27,2.3330
2016-01-28,2.3520
2016-01-29,2.3462
2016-02-01,2.3348
2016-02-02,2.3296
2016-02-03,2.3492
2016-02-04,2.3523
2016-02-05,2.3392
2016-02-15,2.3391
2016-02-16,2.3317
2016-02-17,2.3248
2016-02-18,2.3072
2016-02-19,2.3077
2016-02-22,2.2955
2016-02-23,2.2864
2016-02-24,2.2941
2016-02-25,2.2825
2016-02-26,2.2846
2016-02-29,2.2688
2016-03-01,2.2220
2016-03-02,2.2251
2016-03-03,2.2057
2016-03-04,2.1937
2016-03-07,2.2097
2016-03-08,2.2082
2016-03-09,2.2094
2016-03-10,2.1977
2016-03-11,2.1897
2016-03-14,2.1945
2016-03-15,2.1792
2016-03-16,2.1688
2016-03-17,2.1405
2016-03-18,2.1086
2016-03-21,2.0968
2016-03-22,2.0931
2016-03-23,2.1071
2016-03-24,2.1001
2016-03-25,2.1019
2016-03-28,2.1144
2016-03-29,2.1094
2016-03-30,2.1096
2016-03-31,2.0947
2016-04-01,2.1090
2016-04-05,2.1124
2016-04-06,2.1128
2016-04-07,2.1340
2016-04-08,2.1637
2016-04-11,2.1805
2016-04-12,2.2065
2016-04-13,2.2255
2016-04-14,2.2430
2016-04-15,2.2469
2016-04-18,2.2435
2016-04-19,2.2307
2016-04-20,2.2471
2016-04-21,2.2638
2016-04-22,2.2866
2016-04-25,2.2954
2016-04-26,2.3429
2016-04-27,2.3375
2016-04-28,2.3447
2016-04-29,2.3407
2016-05-03,2.3063
2016-05-04,2.3072
2016-05-05,2.3048
2016-05-06,2.3264
2016-05-09,2.3594
2016-05-10,2.3265
2016-05-11,2.3107
2016-05-12,2.3391
2016-05-13,2.2956
2016-05-16,2.2955
2016-05-17,2.3050
2016-05-18,2.3111
2016-05-19,2.3166
2016-05-20,2.3203
2016-05-23,2.3061
2016-05-24,2.3113
2016-05-25,2.3132
2016-05-26,2.3159
2016-05-27,2.3280
2016-05-30,2.3176
2016-05-31,2.3255
2016-06-01,2.3205
2016-06-02,2.3340
2016-06-03,2.3746
2016-06-06,2.3767
2016-06-07,2.3854
2016-06-08,2.3918
2016-06-13,2.4081
2016-06-14,2.3943
2016-06-15,2.3804
2016-06-16,2.3910
2016-06-17,2.3920
2016-06-20,2.3993
2016-06-21,2.3990
2016-06-22,2.4028
2016-06-23,2.3988
2016-06-24,2.3951
2016-06-27,2.3960
2016-06-28,2.4033
2016-06-29,2.3969
2016-06-30,2.3963
2016-07-01,2.3914
2016-07-04,2.3887
2016-07-05,2.3846
2016-07-06,2.3800
2016-07-07,2.3510
2016-07-08,2.3508
2016-07-11,2.3412
2016-07-12,2.3291
2016-07-13,2.3183
2016-07-14,2.3295
2016-07-15,2.3254
2016-07-18,2.3113
2016-07-19,2.2930
2016-07-20,2.2638
2016-07-21,2.2620
2016-07-22,2.2570
2016-07-25,2.2638
2016-07-26,2.2724
2016-07-27,2.2540
2016-07-28,2.2432
2016-07-29,2.2423
2016-08-01,2.2495
2016-08-02,2.2357
2016-08-03,2.2316
2016-08-04,2.2211
2016-08-05,2.2058
2016-08-08,2.1941
2016-08-09,2.1863
2016-08-10,2.1716
2016-08-11,2.1627
2016-08-12,2.1543
2016-08-15,2.1358
2016-08-16,2.1106
2016-08-17,2.1137
2016-08-18,2.1074
2016-08-19,2.1175
2016-08-22,2.1144
2016-08-23,2.1097
2016-08-24,2.1210
2016-08-25,2.1339
2016-08-26,2.1299
2016-08-29,2.1383
2016-08-30,2.1418
2016-08-31,2.1417
2016-09-01,2.1338
2016-09-02,2.1310
2016-09-05,2.1458
2016-09-06,2.1466
2016-09-07,2.1484
2016-09-08,2.1505
2016-09-09,2.1611
2016-09-12,2.1732
2016-09-13,2.1688
2016-09-14,2.1761
2016-09-19,2.1815
2016-09-20,2.1838
2016-09-21,2.1900
2016-09-22,2.2165
2016-09-23,2.1881
2016-09-26,2.1789
2016-09-27,2.1882
2016-09-28,2.1686
2016-09-29,2.1805
2016-09-30,2.1598
2016-10-10,2.1773
2016-10-11,2.1923
2016-10-12,2.2178
2016-10-13,2.1754
2016-10-14,2.1621
2016-10-17,2.1608
2016-10-18,2.1818
2016-10-19,2.1677
2016-10-20,2.1720
2016-10-21,2.1553
2016-10-24,2.1578
2016-10-25,2.1500
2016-10-26,2.1641
2016-10-27,2.1818
2016-10-28,2.1934
2016-10-31,2.1907
2016-11-01,2.1843
2016-11-02,2.1836
2016-11-03,2.1884
2016-11-04,2.1555
2016-11-07,2.1492
2016-11-08,2.1639
2016-11-09,2.1626
2016-11-10,2.1604
2016-11-11,2.1455
2016-11-14,2.1499
2016-11-15,2.1975
2016-11-16,2.1708
2016-11-17,2.1754
2016-11-18,2.1876
2016-11-21,2.2142
2016-11-22,2.1917
2016-11-23,2.2163
2016-11-24,2.2299
2016-11-25,2.2225
2016-11-28,2.2188
2016-11-29,2.2437
2016-11-30,2.2430
2016-12-01,2.2541
2016-12-02,2.4297
2016-12-05,2.3630
2016-12-06,2.3533
2016-12-07,2.4595
2016-12-08,2.4707
2016-12-09,2.4788
2016-12-12,2.5361
2016-12-13,2.5496
2016-12-14,2.6637
2016-12-15,2.9827
2016-12-16,2.8177
2016-12-19,3.0878
2016-12-20,3.0382
2016-12-21,3.0418
2016-12-22,3.0164
2016-12-23,2.9183
2016-12-26,2.8048
2016-12-27,2.6897
2016-12-28,2.7257
2016-12-29,2.7218
2016-12-30,2.6934
2017-01-03,2.7158
2017-01-04,2.7446
2017-01-05,2.7676
2017-01-06,2.7941
2017-01-09,2.7530
2017-01-10,2.7219
2017-01-11,2.7316
2017-01-12,2.7131
2017-01-13,2.6916
2017-01-16,2.6356
2017-01-17,2.6545
2017-01-18,2.6699
2017-01-19,2.6575
2017-01-20,2.6886
2017-01-23,2.6204
2017-01-24,2.6092
2017-01-25,2.6621
2017-01-26,2.7352
2017-02-03,2.6903
2017-02-06,2.8012
2017-02-07,2.9035
2017-02-08,2.8856
2017-02-09,2.8154
2017-02-10,2.8293
2017-02-13,2.8351
2017-02-14,2.8262
2017-02-15,2.8370
2017-02-16,2.8148
2017-02-17,2.7869
2017-02-20,2.7378
2017-02-21,2.7239
2017-02-22,2.7062
2017-02-23,2.7049
2017-02-24,2.6981
2017-02-27,2.7136
2017-02-28,2.7178
2017-03-01,2.7301
2017-03-02,2.7039
2017-03-03,2.7746
2017-03-06,2.7769
2017-03-07,2.7755
2017-03-08,2.8145
2017-03-09,2.8452
2017-03-10,2.8365
2017-03-13,2.8301
2017-03-14,2.7888
2017-03-15,2.8223
2017-03-16,2.8312
2017-03-17,2.8533
2017-03-20,2.8539
2017-03-21,2.8604
2017-03-22,2.8691
2017-03-23,2.8995
2017-03-24,2.9011
2017-03-27,2.8739
2017-03-28,2.8495
2017-03-29,2.8420
2017-03-30,2.8620
2017-03-31,2.8455
2017-04-05,2.9115
2017-04-06,2.9862
2017-04-07,2.9792
2017-04-10,3.0051
2017-04-11,3.0091
2017-04-12,3.0114
2017-04-13,2.9973
2017-04-14,2.9844
2017-04-17,3.0512
2017-04-18,3.0889
2017-04-19,3.1016
2017-04-20,3.1159
2017-04-21,3.1231
2017-04-24,3.1132
2017-04-25,3.1277
2017-04-26,3.1024
2017-04-27,3.1495
2017-04-28,3.1754
2017-05-02,3.1649
2017-05-03,3.2761
2017-05-04,3.3299
2017-05-05,3.3582
2017-05-08,3.3879
2017-05-09,3.4008
2017-05-10,3.4254
2017-05-11,3.4446
2017-05-12,3.4315
2017-05-15,3.4674
2017-05-16,3.4773
2017-05-17,3.4708
2017-05-18,3.4668
2017-05-19,3.5014
2017-05-22,3.5076
2017-05-23,3.4798
2017-05-24,3.4889
2017-05-25,3.4772
2017-05-26,3.4755
2017-05-31,3.4525
2017-06-01,3.4718
2017-06-02,3.5134
2017-06-05,3.5172
2017-06-06,3.5138
2017-06-07,3.5083
2017-06-08,3.6083
2017-06-09,3.6447
2017-06-12,3.6091
2017-06-13,3.6222
2017-06-14,3.6213
2017-06-15,3.6320
2017-06-16,3.5714
2017-06-19,3.5244
2017-06-20,3.5281
2017-06-21,3.4829
2017-06-22,3.4893
2017-06-23,3.4867
2017-06-26,3.4722
2017-06-27,3.4238
2017-06-28,3.4278
2017-06-29,3.4198
2017-06-30,3.4568
2017-07-03,3.4519
2017-07-04,3.4836
2017-07-05,3.4780
2017-07-06,3.4752
2017-07-07,3.4606
2017-07-10,3.4647
2017-07-11,3.4463
2017-07-12,3.4542
2017-07-13,3.4541
2017-07-14,3.4377
2017-07-17,3.4362
2017-07-18,3.4513
2017-07-19,3.4355
2017-07-20,3.4056
2017-07-21,3.3976
2017-07-24,3.3877
2017-07-25,3.3837
2017-07-26,3.3958
2017-07-27,3.3970
2017-07-28,3.3791
2017-07-31,3.3864
2017-08-01,3.3920
2017-08-02,3.3932
2017-08-03,3.3830
2017-08-04,3.3563
2017-08-07,3.3687
2017-08-08,3.3592
2017-08-09,3.3544
2017-08-10,3.3392
2017-08-11,3.3476
2017-08-14,3.3321
2017-08-15,3.3371
2017-08-16,3.3373
2017-08-17,3.3395
2017-08-18,3.3406
2017-08-21,3.3472
2017-08-22,3.3380
2017-08-23,3.3445
2017-08-24,3.3498
2017-08-25,3.3700
2017-08-28,3.3673
2017-08-29,3.3907
2017-08-30,3.3882
2017-08-31,3.4154
2017-09-01,3.4119
2017-09-04,3.3903
2017-09-05,3.4152
2017-09-06,3.4713
2017-09-07,3.4724
2017-09-08,3.4760
2017-09-11,3.4572
2017-09-12,3.4833
2017-09-13,3.4824
2017-09-14,3.4811
2017-09-15,3.4731
2017-09-18,3.4689
2017-09-19,3.4566
2017-09-20,3.4438
2017-09-21,3.4565
2017-09-22,3.4443
2017-09-25,3.4337
2017-09-26,3.4407
2017-09-27,3.4574
2017-09-28,3.4249
2017-09-29,3.4486
2017-10-09,3.4704
2017-10-10,3.4842
2017-10-11,3.4798
2017-10-12,3.4828
2017-10-13,3.4870
2017-10-16,3.4918
2017-10-17,3.5054
2017-10-18,3.4863
2017-10-19,3.5014
2017-10-20,3.4989
2017-10-23,3.4779
2017-10-24,3.4840
2017-10-25,3.4525
2017-10-26,3.5034
2017-10-27,3.5021
2017-10-30,3.4918
2017-10-31,3.5699
2017-11-01,3.5565
2017-11-02,3.5613
2017-11-03,3.5582
2017-11-06,3.5946
2017-11-07,3.5994
2017-11-08,3.5587
2017-11-09,3.5777
2017-11-10,3.5876
2017-11-13,3.5571
2017-11-14,3.6214
2017-11-15,3.6015
2017-11-16,3.6046
2017-11-17,3.5925
2017-11-20,3.6130
2017-11-21,3.6114
2017-11-22,3.5634
2017-11-23,3.6387
2017-11-24,3.6277
2017-11-27,3.6730
2017-11-28,3.6783
2017-11-29,3.6716
2017-11-30,3.6341
2017-12-01,3.6303
2017-12-04,3.6204
2017-12-05,3.6317
2017-12-06,3.6328
2017-12-07,3.7411
2017-12-08,3.7353
2017-12-11,3.7648
2017-12-12,3.7557
2017-12-13,3.7780
2017-12-14,3.7803
2017-12-15,3.7693
2017-12-18,3.7594
2017-12-19,3.7638
2017-12-20,3.7898
2017-12-21,3.7740
2017-12-22,3.7821
2017-12-25,3.7818
2017-12-26,3.7849
2017-12-27,3.7903
2017-12-28,3.8004
2017-12-29,3.7984
2018-01-02,3.6958
2018-01-03,3.6691
2018-01-04,3.6575
2018-01-05,3.5537
2018-01-08,3.5344
2018-01-09,3.5374
2018-01-10,3.5535
2018-01-11,3.5820
2018-01-12,3.5563
2018-01-15,3.5703
2018-01-16,3.5800
2018-01-17,3.5599
2018-01-18,3.5704
2018-01-19,3.5639
2018-01-22,3.5272
2018-01-23,3.5329
2018-01-24,3.5409
2018-01-25,3.5393
2018-01-26,3.5066
2018-01-29,3.5051
2018-01-30,3.5079
2018-01-31,3.4984
2018-02-01,3.4784
2018-02-02,3.4476
2018-02-05,3.4625
2018-02-06,3.4064
2018-02-07,3.3916
2018-02-08,3.3940
2018-02-09,3.3913
2018-02-12,3.3992
2018-02-13,3.4110
2018-02-14,3.3976
2018-02-22,3.3898
2018-02-23,3.3957
2018-02-26,3.3038
2018-02-27,3.2104
2018-02-28,3.2438
2018-03-01,3.2630
2018-03-02,3.2644
2018-03-05,3.3184
2018-03-06,3.2921
2018-03-07,3.2924
2018-03-08,3.2763
2018-03-09,3.2839
2018-03-12,3.2810
2018-03-13,3.2952
2018-03-14,3.2740
2018-03-15,3.2896
2018-03-16,3.3146
2018-03-19,3.2952
2018-03-20,3.3179
2018-03-21,3.2628
2018-03-22,3.2714
2018-03-23,3.2468
2018-03-26,3.2643
2018-03-27,3.3128
2018-03-28,3.3234
2018-03-29,3.3153
2018-03-30,3.3387
2018-04-02,3.3001
2018-04-03,3.3159
2018-04-04,3.2560
2018-04-09,3.2632
2018-04-10,3.2448
2018-04-11,3.2382
2018-04-12,3.2700
2018-04-13,3.1696
2018-04-16,3.1666
2018-04-17,3.1584
2018-04-18,3.0059
2018-04-19,2.9901
2018-04-20,3.0180
2018-04-23,3.0584
2018-04-24,3.0205
2018-04-25,3.0363
2018-04-26,2.9960
2018-04-27,3.0215
2018-05-02,3.0350
2018-05-03,2.9910
2018-05-04,2.9563
2018-05-07,2.9543
2018-05-08,2.9423
2018-05-09,2.9415
2018-05-10,2.9209
2018-05-11,2.9710
2018-05-14,2.9922
2018-05-15,2.9919
2018-05-16,3.0538
2018-05-17,3.0338
2018-05-18,3.0210
2018-05-21,3.0401
2018-05-22,3.1221
2018-05-23,3.1179
2018-05-24,3.1280
2018-05-25,3.1009
2018-05-28,3.1287
2018-05-29,3.1187
2018-05-30,3.1089
2018-05-31,3.1391
2018-06-01,3.1383
2018-06-04,3.1503
2018-06-05,3.1796
2018-06-06,3.1827
2018-06-07,3.2061
2018-06-08,3.2034
2018-06-11,3.2010
2018-06-12,3.2280
2018-06-13,3.2218
2018-06-14,3.2135
2018-06-15,3.2027
2018-06-19,3.1810
2018-06-20,3.2467
2018-06-21,3.2585
2018-06-22,3.2690
2018-06-25,3.2441
2018-06-26,3.2709
2018-06-27,3.2761
2018-06-28,3.2180
2018-06-29,3.1342
2018-07-02,3.0992
2018-07-03,3.1475
2018-07-04,3.0889
2018-07-05,3.0567
2018-07-06,3.0361
2018-07-09,3.0676
2018-07-10,3.0935
2018-07-11,3.0956
2018-07-12,3.0736
2018-07-13,3.0771
2018-07-16,3.0447
2018-07-17,3.0315
2018-07-18,3.0580
2018-07-19,3.0719
2018-07-20,3.0626
2018-07-23,3.0698
2018-07-24,3.0701
2018-07-25,3.0361
2018-07-26,3.0225
2018-07-27,2.9356
2018-07-30,2.9105
2018-07-31,2.9711
2018-08-01,2.8491
2018-08-02,2.8061
2018-08-03,2.7859
2018-08-06,2.7157
2018-08-07,2.5715
2018-08-08,2.6047
2018-08-09,2.6927
2018-08-10,2.7471
2018-08-13,2.8933
2018-08-14,2.8236
2018-08-15,2.8068
2018-08-16,2.8481
2018-08-17,2.8442
2018-08-20,2.9222
2018-08-21,2.9332
2018-08-22,2.9158
2018-08-23,2.9124
2018-08-24,2.8357
2018-08-27,2.8561
2018-08-28,2.8698
2018-08-29,2.8498
2018-08-30,2.8586
2018-08-31,2.8406
2018-09-03,2.8417
2018-09-04,2.8432
2018-09-05,2.8513
2018-09-06,2.8578
2018-09-07,2.8510
2018-09-10,2.8523
2018-09-11,2.8540
2018-09-12,2.8739
2018-09-13,2.8577
2018-09-14,2.8732
2018-09-17,2.8664
2018-09-18,2.8734
2018-09-19,2.8972
2018-09-20,3.0092
2018-09-21,3.0076
2018-09-25,3.0331
2018-09-26,3.0096
2018-09-27,3.0081
2018-09-28,2.9865
2018-10-08,2.9696
2018-10-09,2.9453
2018-10-10,2.9516
2018-10-11,2.8809
2018-10-12,2.8908
2018-10-15,2.8812
2018-10-16,2.8968
2018-10-17,2.8700
2018-10-18,2.8828
2018-10-19,2.9144
2018-10-22,2.9500
2018-10-23,2.9439
2018-10-24,2.9221
2018-10-25,2.9177
2018-10-26,2.9015
2018-10-29,2.8793
2018-10-30,2.8821
2018-10-31,2.8379
2018-11-01,2.8027
2018-11-02,2.8031
2018-11-05,2.7752
2018-11-06,2.7502
2018-11-07,2.7377
2018-11-08,2.7062
2018-11-09,2.6574
2018-11-12,2.6299
2018-11-13,2.6078
2018-11-14,2.5323
2018-11-15,2.5313
2018-11-16,2.4928
2018-11-19,2.4914
2018-11-20,2.5062
2018-11-21,2.5291
2018-11-22,2.4835
2018-11-23,2.5075
2018-11-26,2.5152
2018-11-27,2.5020
2018-11-28,2.4885
2018-11-29,2.4839
2018-11-30,2.4707
2018-12-03,2.4837
2018-12-04,2.4603
2018-12-05,2.4615
2018-12-06,2.4696
2018-12-07,2.4430
2018-12-10,2.4823
2018-12-11,2.4869
2018-12-12,2.4541
2018-12-13,2.4743
2018-12-14,2.4716
2018-12-17,2.4733
2018-12-18,2.5292
2018-12-19,2.6111
2018-12-20,2.6818
2018-12-21,2.6929
2018-12-24,2.6881
2018-12-25,2.7047
2018-12-26,2.6811
2018-12-27,2.6812
2018-12-28,2.6437
2019-01-02,2.5659
2019-01-03,2.5143
2019-01-04,2.4899
2019-01-07,2.4340
2019-01-08,2.3548
2019-01-09,2.3580
2019-01-10,2.3644
2019-01-11,2.4167
2019-01-14,2.4238
2019-01-15,2.4538
2019-01-16,2.4570
2019-01-17,2.4212
2019-01-18,2.4225
2019-01-21,2.4266
2019-01-22,2.4442
2019-01-23,2.4053
2019-01-24,2.4089
2019-01-25,2.4040
2019-01-28,2.4106
2019-01-29,2.4032
2019-01-30,2.3850
2019-01-31,2.4080
2019-02-01,2.3637
2019-02-11,2.3427
2019-02-12,2.3060
2019-02-13,2.3219
2019-02-14,2.3275
2019-02-15,2.3116
2019-02-18,2.2980
2019-02-19,2.3189
2019-02-20,2.3180
2019-02-21,2.3240
2019-02-22,2.3400
2019-02-25,2.3513
2019-02-26,2.3756
2019-02-27,2.3697
2019-02-28,2.3993
2019-03-01,2.4176
2019-03-04,2.4404
2019-03-05,2.4390
2019-03-06,2.4247
2019-03-07,2.4364
2019-03-08,2.4281
2019-03-11,2.4298
2019-03-12,2.4346
2019-03-13,2.4481
2019-03-14,2.4480
2019-03-15,2.4280
2019-03-18,2.4406
2019-03-19,2.4279
2019-03-20,2.4435
2019-03-21,2.4219
2019-03-22,2.4117
2019-03-25,2.4518
2019-03-26,2.4374
2019-03-27,2.4085
2019-03-28,2.4033
2019-03-29,2.3968
2019-04-01,2.3950
2019-04-02,2.4394
2019-04-03,2.5181
2019-04-04,2.3995
2019-04-08,2.4452
2019-04-09,2.4553
2019-04-10,2.4664
2019-04-11,2.4077
2019-04-12,2.4460
2019-04-15,2.5265
2019-04-16,2.5410
2019-04-17,2.5999
2019-04-18,2.7615
2019-04-19,2.6634
2019-04-22,2.6797
2019-04-23,2.6880
2019-04-24,2.6766
2019-04-25,2.6780
2019-04-26,2.6445
2019-04-29,2.6904
2019-04-30,2.6895
2019-05-06,2.6487
2019-05-07,2.6728
2019-05-08,2.6688
2019-05-09,2.6403
2019-05-10,2.6502
2019-05-13,2.6896
2019-05-14,2.6682
2019-05-15,2.6696
2019-05-16,2.6584
2019-05-17,2.6657
2019-05-20,2.6492
2019-05-21,2.6600
2019-05-22,2.6608
2019-05-23,2.6739
2019-05-24,2.6737
2019-05-27,2.7086
2019-05-28,2.7485
2019-05-29,2.6974
2019-05-30,2.6915
2019-05-31,2.6773
2019-06-03,2.6848
2019-06-04,2.6645
2019-06-05,2.6558
2019-06-06,2.6500
2019-06-10,2.6532
2019-06-11,2.6624
2019-06-12,2.6683
2019-06-13,2.6807
2019-06-14,2.7286
2019-06-17,2.7128
2019-06-18,2.7141
2019-06-19,2.7135
2019-06-20,2.6618
2019-06-21,2.6298
2019-06-24,2.6472
2019-06-25,2.6532
2019-06-26,2.6434
2019-06-27,2.6494
2019-06-28,2.6370
2019-07-01,2.6363
2019-07-02,2.6206
2019-07-03,2.5817
2019-07-04,2.5634
2019-07-05,2.5953
2019-07-08,2.6266
2019-07-09,2.6224
2019-07-10,2.6109
2019-07-11,2.5924
2019-07-12,2.6084
2019-07-15,2.6170
2019-07-16,2.6148
2019-07-17,2.6421
2019-07-18,2.6366
2019-07-19,2.6321
2019-07-22,2.6324
2019-07-23,2.6184
2019-07-24,2.6279
2019-07-25,2.6281
2019-07-26,2.6193
2019-07-29,2.6175
2019-07-30,2.6227
2019-07-31,2.6191
2019-08-01,2.5984
2019-08-02,2.5710
2019-08-05,2.5554
2019-08-06,2.5588
2019-08-07,2.5635
2019-08-08,2.5620
2019-08-09,2.5319
2019-08-12,2.5717
2019-08-13,2.5885
2019-08-14,2.5780
2019-08-15,2.5680
2019-08-16,2.5896
2019-08-19,2.5731
2019-08-20,2.5896
2019-08-21,2.6283
2019-08-22,2.6285
2019-08-23,2.6217
2019-08-26,2.6058
2019-08-27,2.5852
2019-08-28,2.6343
2019-08-29,2.6047
2019-08-30,2.6283
2019-09-02,2.6088
2019-09-03,2.6297
2019-09-04,2.6195
2019-09-05,2.6177
2019-09-06,2.6088
2019-09-09,2.5999
2019-09-10,2.6298
2019-09-11,2.6058
2019-09-12,2.6099
2019-09-16,2.6000
2019-09-17,2.5892
2019-09-18,2.5997
2019-09-19,2.5829
2019-09-20,2.5633
2019-09-23,2.5693
2019-09-24,2.5662
2019-09-25,2.5574
2019-09-26,2.5587
2019-09-27,2.5476
2019-09-30,2.5229
2019-10-08,2.5562
2019-10-09,2.5547
2019-10-10,2.5660
2019-10-11,2.5572
2019-10-14,2.5524
